GO_id,term,namespace,n_annotated,n_background,mean_c_ann,mean_c_all,rank_biserial,U_stat,p_two,direction,p_fdr,neg_log10_fdr,neg_log10_p
GO:0046364,monosaccharide biosynthetic process,biological_process,16,6011,0.86579532625,0.7261456054350357,0.7105087572977482,82036.0,8.855058033482744e-07,high_c,1.5686102802169435e-05,4.804484943076495,6.052808588224473
GO:0009166,nucleotide catabolic process,biological_process,33,6011,0.8317328357575757,0.7261456054350357,0.4928982025000761,147255.0,1.0066321821574582e-06,high_c,1.7651651194195427e-05,4.753214663024804,5.997129189267727
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function,88,6011,0.7852516480681818,0.7261456054350357,0.3017819593879023,339260.0,1.1335313917368516e-06,high_c,1.9678104960551742e-05,4.706016727286922,5.945566448127396
GO:0044877,protein-containing complex binding,molecular_function,223,6011,0.7750011967264574,0.7261456054350357,0.19142589740331784,768901.0,1.1851542241662606e-06,high_c,2.0370571615372555e-05,4.690996784160415,5.926225131218246
GO:0009168,purine ribonucleoside monophosphate biosynthetic process,biological_process,22,6011,0.8428938500000001,0.7261456054350357,0.5981724069885699,105286.0,1.2333110094220872e-06,high_c,2.078667876074508e-05,4.682214895522134,5.908927391657435
GO:0009127,purine nucleoside monophosphate biosynthetic process,biological_process,22,6011,0.8428938500000001,0.7261456054350357,0.5981724069885699,105286.0,1.2333110094220872e-06,high_c,2.078667876074508e-05,4.682214895522134,5.908927391657435
GO:0008204,ergosterol metabolic process,biological_process,32,6011,0.8284335690625,0.7261456054350357,0.4946897474494063,142988.0,1.3410072292475562e-06,high_c,2.2384505288209207e-05,4.650052499358491,5.872568880900184
GO:0044272,sulfur compound biosynthetic process,biological_process,60,6011,0.8055093074999999,0.7261456054350357,0.3602643813364701,242848.0,1.5181399345767394e-06,high_c,2.486312194740773e-05,4.604444339917832,5.818688195493535
GO:0061645,endocytic patch,cellular_component,59,6011,0.8038187252542371,0.7261456054350357,0.36341010570439214,239393.0,1.5045322233444521e-06,high_c,2.486312194740773e-05,4.604444339917832,5.822598506314848
GO:0009295,nucleoid,cellular_component,23,6011,0.8407382947826086,0.7261456054350357,0.5782724870029914,108683.0,1.6362331474216265e-06,high_c,2.6300932814110588e-05,4.580028848132422,5.786154813485945
GO:0042645,mitochondrial nucleoid,cellular_component,23,6011,0.8407382947826086,0.7261456054350357,0.5782724870029914,108683.0,1.6362331474216265e-06,high_c,2.6300932814110588e-05,4.580028848132422,5.786154813485945
